school_id,school_name,district,county,school_type,grades_served,year,y_chronic_abs,y_ela_prof,y_grad_4yr,y_math_prof,x_ap_coursework,x_attendance_rate,x_dropout_rate,x_enrollment,x_mobility_rate,x_pct_asian,x_pct_black,x_pct_el,x_pct_hispanic,x_pct_homeless,x_pct_iep,x_pct_low_income,x_pct_white,x_suspension_rate,x_teacher_attendance,x_teacher_retention
15-016-2990-25-029C,Noble St Chtr Rauner College P,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,58.3,16.3,94.4,15.5,236.0,78.9,0.8,660.0,3.7,,23.0,13.6,73.8,2.1,15.0,65.5,2.3,12.0,,48.9
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,66.2,14.0,94.0,10.9,,81.6,,647.0,5.1,,20.7,18.2,75.0,1.5,15.9,62.9,3.2,,,81.7
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,47.0,9.2,90.2,11.8,236.0,86.9,1.9,659.0,12.8,,21.9,19.4,74.4,2.1,15.3,77.2,2.7,12.0,,73.5
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,39.5,8.0,90.4,7.5,260.0,88.2,1.6,597.0,14.8,,23.6,25.3,72.5,3.7,13.2,81.1,2.3,7.1,100.0,73.3
15-016-2990-25-029C,Noble St Chtr Rauner College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,49.8,29.8,81.8,11.3,260.0,86.4,3.3,550.0,16.2,,27.1,28.7,68.9,9.3,14.2,84.9,2.7,7.1,100.0,69.4
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,63.2,25.2,93.4,13.9,,88.6,1.7,2.0,12.8,0.4,73.6,,24.8,11.4,11.0,3.4,0.2,,0.0,
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,50.7,20.0,87.1,16.5,,88.3,4.1,461.0,20.4,,75.1,8.2,23.9,10.2,25.4,97.2,,,,
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,37.8,15.9,82.2,28.4,,90.3,7.2,405.0,18.4,,79.0,8.1,19.0,8.9,25.7,95.3,0.2,,,69.2
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,26.4,,86.2,,137.0,92.6,2.0,416.0,9.9,,81.3,7.0,16.6,9.6,24.5,91.1,0.7,39.0,,77.6
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Ac,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,82.0,8.6,90.6,5.7,137.0,65.9,0.8,394.0,9.8,,83.5,5.6,14.2,5.8,24.1,87.6,,39.0,,70.7
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,76.0,4.4,93.1,1.1,,79.3,,380.0,12.3,,85.3,5.0,13.2,14.7,24.7,87.1,,,,65.1
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,66.5,0.0,88.4,0.0,137.0,81.5,,387.0,13.8,,84.8,8.0,14.5,15.5,22.2,90.4,,39.0,,53.2
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,64.2,,90.6,,94.0,81.8,2.9,343.0,25.9,,85.4,9.0,13.7,16.0,21.3,99.1,,25.3,95.7,54.0
15-016-2990-25-030C,Noble St Chtr-Rowe-Clark MS Acad,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,65.7,14.1,83.3,,94.0,81.7,,311.0,20.9,,87.5,,11.9,19.9,22.2,95.2,,25.3,100.0,55.0
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,50.9,31.8,97.8,30.4,,93.1,0.9,2.0,8.7,0.6,10.5,,86.0,5.7,11.0,3.4,1.7,,0.0,
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,24.5,31.3,88.7,42.0,,93.2,2.1,662.0,7.9,,15.1,11.6,81.3,4.1,15.4,93.8,1.7,,,
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,33.1,25.0,92.3,36.8,,91.3,3.3,665.0,8.4,0.3,16.2,11.6,79.1,4.1,17.4,89.6,2.3,,,85.7
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,17.6,,95.0,,257.0,93.8,2.0,639.0,8.6,0.5,17.2,15.3,78.9,3.4,16.7,91.5,2.0,4.0,,87.7
15-016-2990-25-031C,Noble St Chtr-Golder College P,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,76.3,10.6,97.4,8.2,257.0,62.9,0.5,659.0,3.7,,20.2,16.5,76.3,1.5,17.9,86.6,2.0,4.0,,80.8
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,59.9,17.3,94.6,6.5,,82.5,,669.0,8.9,,19.0,21.4,77.9,2.5,18.2,77.6,1.9,,,78.6
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,46.9,12.4,84.2,4.1,257.0,87.0,2.1,636.0,15.2,,22.2,25.0,74.5,2.5,14.3,88.2,1.6,4.0,,71.3
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,43.7,16.8,91.6,10.8,255.0,87.8,2.0,642.0,14.8,,27.4,29.4,69.2,1.9,14.8,90.7,1.9,5.8,100.0,70.4
15-016-2990-25-031C,Noble St Chtr-Golder College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,51.9,32.3,91.4,16.4,255.0,85.4,3.0,626.0,15.2,,27.2,36.9,69.5,2.4,13.4,89.1,2.2,5.8,100.0,63.9
15-016-2990-25-032C,Noble St Chtr-Comer College Prep ,City of Chicago SD 299           ,Cook       ,High School,6 - 12,2017,44.5,26.5,97.8,24.0,,93.4,0.2,2.0,5.5,0.0,95.8,,3.6,6.3,11.0,3.4,0.0,,0.0,
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH,6 - 12,2018,30.6,18.3,88.0,25.3,,92.4,2.6,1096.0,8.1,,97.4,,2.3,8.4,16.9,88.7,,,,
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2019,21.8,13.7,87.8,15.1,,93.1,3.0,1180.0,10.4,0.1,96.7,0.8,2.4,9.1,15.9,84.1,,,,62.1
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2020,16.0,,96.7,,231.0,94.3,3.0,1151.0,4.9,0.1,97.0,1.0,2.2,10.6,16.0,81.1,,141.0,,72.4
15-016-2990-25-032C,Noble St Chtr-Comer College Pr,City of Chicago SD 299,Cook,CHARTER SCH, 6 7 8 9 10 11 12,2021,54.9,9.3,96.9,8.9,231.0,84.9,0.2,1185.0,4.6,,96.5,1.0,2.2,7.6,15.7,85.7,,141.0,,70.5
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2022,64.8,8.4,89.5,4.7,,83.3,1.7,1082.0,9.0,,96.5,1.6,1.8,7.1,16.7,72.1,,,,75.6
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Jun,2023,57.0,15.0,92.1,8.1,231.0,84.5,3.3,1030.0,12.3,,96.1,1.7,2.1,8.9,14.3,87.0,,141.0,,71.5
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,Chicago Public Schools District 299,Cook,High School,12-Jun,2024,52.7,28.4,90.8,9.0,108.0,85.5,2.4,1011.0,16.3,,96.9,1.2,1.8,8.7,15.2,86.2,,2.9,95.6,67.5
15-016-2990-25-032C,Noble St Chtr-Comer College Prep,Chicago Public Schools District 299,Cook,High School,12-Jun,2025,58.2,32.7,85.5,9.8,108.0,83.4,2.3,990.0,15.4,,97.6,,2.0,5.9,16.0,86.2,,2.9,97.3,66.5
15-016-2990-25-033C,Noble St Chtr-UIC College Prep   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,17.7,56.9,94.1,49.1,,94.2,0.3,2.0,2.9,3.1,25.8,,68.6,3.2,11.0,3.4,1.9,,0.0,
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,24.8,36.7,88.2,47.3,,92.7,0.7,939.0,4.9,3.4,30.6,9.7,63.7,3.7,14.7,85.3,1.5,,,
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,18.6,42.6,94.2,57.4,,93.2,4.6,934.0,4.8,3.1,30.0,10.7,64.9,3.9,14.0,85.1,1.2,,,62.0
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,10.8,,95.4,,261.0,95.7,2.5,959.0,4.7,3.4,29.1,11.6,65.3,4.6,14.6,85.0,1.4,43.0,,79.4
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,47.0,15.5,96.8,12.9,261.0,84.5,0.1,1003.0,0.8,3.7,31.4,11.0,62.9,3.6,15.0,84.8,1.3,43.0,,75.4
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,60.8,9.3,98.7,15.4,,82.1,,911.0,6.3,4.1,31.2,12.0,63.1,4.0,16.9,78.4,,,,78.4
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,54.9,13.9,91.2,8.8,261.0,84.9,3.5,899.0,14.5,3.4,36.6,15.2,58.2,4.9,15.6,89.3,1.4,43.0,,70.8
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,53.1,14.6,91.4,10.2,315.0,85.5,3.0,927.0,14.7,4.9,42.2,16.4,50.7,5.1,11.8,82.6,1.6,7.9,97.9,69.2
15-016-2990-25-033C,Noble St Chtr-UIC College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,49.3,36.5,86.6,13.7,315.0,86.7,2.3,940.0,9.9,5.2,46.7,17.9,45.4,4.8,12.6,84.6,1.5,7.9,98.4,67.4
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,43.2,39.3,98.3,46.3,,93.4,0.4,2.0,5.3,0.3,31.0,,68.0,1.3,11.0,3.4,0.3,,0.0,
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,21.7,29.1,92.3,43.7,,93.4,0.1,1136.0,3.4,,32.7,8.0,65.9,2.1,14.6,90.3,,,,
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,22.4,28.1,94.8,47.5,,92.6,1.8,1137.0,6.0,0.4,31.3,9.6,67.1,2.4,16.1,90.1,0.6,,,78.9
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,16.6,,94.7,,375.0,93.9,1.8,1167.0,6.2,0.5,32.2,11.5,65.6,2.0,16.0,87.7,0.6,106.0,,87.2
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Pr,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,59.0,14.8,97.2,16.5,375.0,78.0,0.4,1193.0,3.4,,34.4,12.3,63.8,2.8,18.1,89.7,,106.0,,82.0
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,60.5,11.6,98.3,15.8,,83.5,,1172.0,6.9,,36.0,15.1,62.5,1.7,19.3,88.3,,,,84.2
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,51.8,9.0,94.2,11.6,375.0,85.5,0.9,1167.0,7.3,,39.5,17.1,59.0,2.7,17.7,88.2,,106.0,,74.2
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,44.0,9.1,95.8,7.5,462.0,87.4,,1152.0,13.4,,50.4,15.9,47.4,1.3,18.0,86.8,1.1,2.6,98.6,70.0
15-016-2990-25-034C,Noble St Chtr-Chicago Bulls Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,54.2,37.6,88.2,16.1,462.0,85.2,2.8,1051.0,12.3,,57.5,16.6,40.7,1.9,18.7,87.1,1.0,2.6,100.0,60.3
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,18.4,39.5,99.0,34.1,,95.5,0.0,2.0,3.1,4.8,26.2,,67.4,3.8,11.0,3.4,1.0,,0.0,
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,15.1,40.0,93.4,47.0,,95.0,0.3,956.0,2.8,4.1,27.2,6.8,67.4,3.7,11.2,84.6,,,,
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,16.5,31.0,92.0,41.8,,94.4,2.1,973.0,3.0,3.7,28.8,9.5,66.3,3.3,11.3,85.2,0.4,,,75.0
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,9.7,,99.6,,433.0,95.3,2.0,972.0,3.4,3.5,28.6,10.3,66.6,5.5,11.9,83.5,0.5,13.0,,79.0
15-016-2990-25-035C,Noble St Chtr-Muchin College P,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,60.9,17.0,96.4,15.4,433.0,76.6,0.0,979.0,1.7,4.3,31.1,11.6,63.7,3.8,11.5,83.7,,13.0,,72.5
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,59.7,15.0,97.3,15.0,,85.3,,957.0,5.9,5.4,31.9,13.1,61.3,5.9,12.3,79.8,,,,72.4
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,39.5,15.3,96.0,10.9,433.0,88.9,1.7,842.0,16.5,5.0,34.9,15.7,58.7,7.4,12.7,79.6,,13.0,,70.6
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,41.8,13.2,92.3,13.2,413.0,88.1,2.2,936.0,9.4,5.1,44.3,17.0,48.8,6.3,12.2,77.0,1.2,5.9,100.0,72.1
15-016-2990-25-035C,Noble St Chtr-Muchin College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,48.9,35.1,92.3,14.3,413.0,87.8,2.2,891.0,14.1,4.4,48.7,18.4,45.3,6.2,12.9,72.6,1.2,5.9,100.0,68.9
15-016-2990-25-036C,Noble St Chtr-Johnson Colg Prep  ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,55.7,25.2,96.1,14.7,,87.5,2.2,2.0,14.7,0.5,96.5,,2.2,16.2,11.0,3.4,0.1,,0.0,
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,54.3,9.0,80.3,10.0,,86.2,0.3,780.0,14.9,,97.2,,2.1,16.5,20.8,96.0,,,,
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,46.0,9.8,84.9,18.3,,88.3,6.1,765.0,17.1,0.1,95.7,0.8,3.5,17.4,20.9,91.8,,,,63.0
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,31.7,,92.7,,234.0,91.4,6.1,630.0,13.9,,96.0,0.5,3.5,18.6,22.9,94.0,,39.0,,72.5
15-016-2990-25-036C,Noble St Chtr-Johnson College ,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,79.1,2.6,92.1,2.6,234.0,62.7,0.4,519.0,7.8,,95.4,,3.7,9.1,22.5,88.4,,39.0,,68.5
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,78.4,6.2,91.9,3.8,,76.2,,491.0,16.7,,94.9,,4.1,16.7,25.3,87.0,,,,71.9
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,63.3,5.3,87.3,2.1,234.0,82.1,3.8,470.0,14.1,,94.7,,4.3,15.5,21.1,94.0,,39.0,,65.8
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,59.0,,81.9,,125.0,83.7,3.2,457.0,21.9,,94.7,,4.2,14.0,21.7,90.6,,4.8,100.0,67.2
15-016-2990-25-036C,Noble St Chtr-Johnson College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,65.9,22.0,82.7,,125.0,81.5,1.9,498.0,17.9,,94.4,,4.6,11.8,21.7,92.0,,4.8,100.0,62.3
15-016-2990-25-037C,Noble St Chtr-Hansberry Prep Slvr,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,57.7,20.8,97.3,11.7,,90.1,0.1,2.0,14.3,0.0,98.2,,1.4,7.0,11.0,3.4,0.0,,0.0,
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,35.7,21.7,81.9,12.2,,91.0,1.8,628.0,13.2,,98.4,,,5.3,21.8,87.1,,,,
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,29.1,20.0,87.5,21.7,,92.6,5.2,554.0,14.5,,99.1,1.3,0.7,2.9,20.4,80.1,,,,75.0
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,14.2,,97.2,,0.0,95.2,3.6,491.0,8.3,,99.0,1.6,0.6,4.7,19.3,85.3,0.2,82.0,,76.1
15-016-2990-25-037C,Noble St Chtr-Hansberry Colleg,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,65.0,9.3,87.7,1.7,0.0,74.3,0.4,499.0,8.0,,98.6,,,4.8,20.6,83.0,,82.0,,77.9
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,61.2,10.8,92.5,13.6,,83.6,,488.0,13.5,,97.7,,,6.1,21.3,75.6,,,,81.3
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,49.5,3.7,82.2,2.8,0.0,86.4,3.8,493.0,8.6,,97.6,,,7.1,19.7,78.3,,82.0,,77.9
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,50.6,,88.3,,0.0,87.2,2.7,514.0,7.8,,98.1,,,8.4,20.2,82.5,,3.3,96.9,74.1
15-016-2990-25-037C,Noble St Chtr-Hansberry College Prep - Silver,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,56.0,26.0,86.1,,0.0,85.7,3.2,527.0,13.2,,97.7,,,6.5,21.1,85.8,,3.3,100.0,64.8
15-016-2990-25-038C,Noble St Chtr-DRW Trading Col    ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,77.6,15.9,94.9,11.6,,88.5,0.0,2.0,16.3,0.0,93.3,,5.7,14.2,11.0,3.4,0.4,,0.0,
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,55.6,12.4,83.6,13.2,,86.4,1.0,508.0,17.1,,94.7,,4.5,14.2,27.4,94.1,,,,
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,67.1,6.5,90.7,7.8,,87.4,7.9,355.0,20.9,0.3,95.5,0.3,3.7,19.2,30.7,94.4,,,,28.1
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,27.7,,83.3,,97.0,92.0,6.4,284.0,16.2,,95.1,0.4,4.2,20.4,32.7,91.9,0.4,4.0,,50.8
15-016-2990-25-038C,Noble St Chtr-DRW Trading Coll,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,86.2,3.8,92.9,3.8,97.0,51.4,0.4,294.0,6.8,,94.2,,5.8,9.9,29.9,78.2,,4.0,,51.7
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,83.6,2.7,89.6,2.7,,72.1,,318.0,19.5,,94.7,,4.4,16.7,28.9,88.1,,,,63.2
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,79.3,5.1,76.7,7.6,97.0,76.0,9.9,348.0,31.2,,98.0,,,22.4,24.1,86.5,,4.0,,56.4
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,68.9,,79.2,,35.0,81.6,7.5,367.0,24.1,,97.8,,,32.7,22.9,91.8,,11.3,100.0,51.2
15-016-2990-25-038C,Noble St Chtr-DRW Trading College Prep,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,72.7,,69.7,,35.0,79.1,7.1,313.0,29.3,,97.8,,,28.8,21.7,87.2,,11.3,100.0,53.3
15-016-2990-25-039C,Noble St Chtr-Butler - Crimson   ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,45.3,18.1,97.1,12.9,,93.1,0.0,2.0,12.2,0.0,96.8,,2.7,20.2,11.0,3.4,0.0,,0.0,
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,19.4,17.2,96.3,15.7,,93.6,0.2,647.0,5.4,,96.0,1.9,3.4,13.9,19.9,92.3,,,,
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,26.0,7.2,90.6,11.2,,92.3,2.1,676.0,7.7,,94.7,2.1,4.0,13.3,20.3,89.3,0.3,,,82.8
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,21.4,,97.2,,86.0,93.3,1.7,623.0,8.8,,93.1,2.4,5.8,12.7,20.2,91.2,0.2,66.0,,86.6
15-016-2990-25-039C,Noble St Chtr-Butler College P,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,70.2,2.0,94.8,0.7,86.0,70.8,0.2,634.0,3.8,,94.8,2.1,5.0,4.9,21.1,89.7,,66.0,,73.6
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,73.8,7.0,98.1,3.8,,78.6,,625.0,12.7,,93.0,2.2,6.1,8.3,20.8,85.0,,,,71.8
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,51.8,5.5,93.1,3.5,86.0,85.5,,641.0,17.5,,93.1,3.0,6.4,9.4,17.0,89.2,,66.0,,66.7
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,52.8,,92.1,,157.0,86.2,,620.0,15.2,,94.4,2.6,5.2,6.8,17.4,89.8,,5.7,100.0,74.1
15-016-2990-25-039C,Noble St Chtr-Butler College Prep - Crimson,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,58.9,24.7,89.4,7.6,157.0,84.2,,672.0,14.3,,94.3,,4.9,5.4,13.7,88.4,,5.7,100.0,69.4
15-016-2990-25-040C,Noble St Chtr-Baker Campus       ,City of Chicago SD 299           ,Cook       ,High School,9 - 12,2017,70.4,23.9,96.7,18.5,,88.8,2.1,2.0,17.5,0.3,86.8,,10.1,24.0,11.0,3.4,0.8,,0.0,
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH,9 - 12,2018,49.0,16.5,76.5,28.9,,90.2,3.3,365.0,16.8,,84.1,4.9,12.9,17.8,24.1,96.2,,,,
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2019,43.6,17.8,84.5,22.2,,89.8,9.7,230.0,22.6,0.4,79.1,10.4,17.4,10.9,26.1,95.7,1.7,,,66.7
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2020,21.6,,72.7,,32.0,93.1,4.8,200.0,14.8,,77.5,14.0,18.5,14.5,21.0,94.5,2.5,50.0,,75.6
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH, 9 10 11 12,2021,63.1,7.7,89.5,5.1,32.0,71.3,2.7,242.0,9.7,,78.1,14.0,21.5,12.4,24.4,91.7,,50.0,,72.7
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2022,76.9,13.2,84.4,11.8,,77.3,5.5,252.0,26.3,,79.8,14.3,18.7,11.9,25.0,84.9,,,,66.1
15-016-2990-25-040C,Noble St Chtr-Baker Campus,City of Chicago SD 299,Cook,CHARTER SCH,12-Sep,2023,61.9,7.1,76.3,3.6,32.0,83.1,4.2,268.0,23.5,,82.5,11.6,16.0,14.2,21.6,88.8,,50.0,,59.7
15-016-2990-25-040C,Noble St Chtr-Baker Campus,Chicago Public Schools District 299,Cook,High School,12-Sep,2024,59.2,,71.9,,51.0,83.9,4.4,239.0,30.3,,80.3,14.6,18.0,14.2,23.8,94.6,,27.3,94.7,46.7
15-016-2990-25-040C,Noble St Chtr-Baker Campus,Chicago Public Schools District 299,Cook,High School,12-Sep,2025,59.7,21.4,76.4,,51.0,82.7,4.1,279.0,31.7,,83.5,,15.4,11.1,22.6,93.5,,27.3,100.0,50.8
